DW_Order_Item,Order ID,Order Date,Shipping Date,Number Of Days,Delivery Fee,Shipping Mode,DW_Customer_ID,DW_Product_ID,Warehouse_ID,Quantity,Discount Percentage,Discount Amount,Amount,Customer ID,Customer Name,Segment,City-1,Valid From,Valid Until,Product ID,Category,Sub-Category,Product-Name,Unit Cost,City,Province
4863,454,31/08/2021,06/09/2021,6,116.889999390,Standard Class,82,303,6,5,0.002000000,0.2505,124.9995,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,303,Office Supplies,Appliances,"Hamilton Beach Blender, Black",25.05,CHATHAM,Ontario
4864,455,15/09/2019,11/10/2019,26,183.839996338,First Class,78,9,6,2,0,0,153.72,315523879,Resi P?lking,Consumer,ZONE,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,ZONE,Ontario
4865,455,15/09/2019,11/10/2019,26,183.839996338,First Class,78,17,6,3,0,0,137.49,315523879,Resi P?lking,Consumer,ZONE,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,ZONE,Ontario
4866,455,15/09/2019,11/10/2019,26,183.839996338,First Class,78,33,6,5,0,0,141.35,315523879,Resi P?lking,Consumer,ZONE,24/05/2017,,33,Technology,Accessories,"Belkin Numeric Keypad, USB",28.27,ZONE,Ontario
4867,455,15/09/2019,11/10/2019,26,183.839996338,First Class,78,111,6,7,0,0,41.86,315523879,Resi P?lking,Consumer,ZONE,24/05/2017,,111,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",5.98,ZONE,Ontario
4868,455,15/09/2019,11/10/2019,26,183.839996338,First Class,78,122,6,2,0,0,5.8,315523879,Resi P?lking,Consumer,ZONE,24/05/2017,,122,Office Supplies,Fasteners,"Accos Staples, Assorted Sizes",2.9,ZONE,Ontario
4869,456,21/12/2019,11/01/2020,21,28.549999237,Same Day,185,21,20,3,0,0,79.11,315523944,Mark Hamilton,Consumer,CHATHAM,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,CHATHAM,Ontario
4870,457,22/09/2018,04/10/2018,12,46.639999390,Same Day,489,3,6,3,0,0,59.73,315523939,Mike Gockenbach,Consumer,CHATHAM,24/05/2017,,3,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",19.91,CHATHAM,Ontario
4871,457,22/09/2018,04/10/2018,12,46.639999390,Same Day,489,110,6,6,0,0,40.08,315523939,Mike Gockenbach,Consumer,CHATHAM,24/05/2017,,110,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack",6.68,CHATHAM,Ontario
4872,458,17/01/2020,07/02/2020,21,7.429999828,Standard Class,365,1,4,3,0,0,40.59,315523663,Shirley Schmidt,Home Office,CHATHAM,24/05/2017,,1,Technology,Accessories,"Logitech Mouse, USB",13.53,CHATHAM,Ontario
4873,459,16/07/2020,05/08/2020,20,303.309997559,Standard Class,178,30,12,4,0,0,278.44,315523787,Cindy Schnelling,Corporate,RALEIGH,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,RALEIGH,North Carolina
4874,459,16/07/2020,05/08/2020,20,303.309997559,Standard Class,178,73,12,7,0.200000003,5.67,22.68,315523787,Cindy Schnelling,Corporate,RALEIGH,24/05/2017,,73,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",4.05,RALEIGH,North Carolina
4875,460,16/01/2018,19/01/2018,3,60.830001831,Standard Class,178,192,10,2,0,0,91.06,315523787,Cindy Schnelling,Corporate,RALEIGH,24/05/2017,,192,Technology,Copiers,"Brother Personal Copier, Color",45.53,RALEIGH,North Carolina
4876,461,26/12/2017,24/01/2018,29,5.400000095,Standard Class,56,24,14,4,0.200000003,14.784,59.136,315523596,Evan Bailliet,Consumer,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
4877,462,25/12/2017,18/01/2018,24,14.029999733,Standard Class,38,64,12,2,0,0,38.04,315523817,Daniel Raglin,Home Office,HOWARD,24/05/2017,,64,Technology,Accessories,"Belkin Flash Drive, USB",19.02,HOWARD,New Brunswick
4878,462,25/12/2017,18/01/2018,24,14.029999733,Standard Class,38,126,12,6,0,0,25.68,315523817,Daniel Raglin,Home Office,HOWARD,24/05/2017,,126,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",4.28,HOWARD,New Brunswick
4879,463,16/09/2020,01/10/2020,15,17.579999924,First Class,305,205,18,3,0,0,469.2,315523708,Ryan Akin,Consumer,CHATHAM,24/05/2017,,205,Technology,Copiers,"Canon Fax Machine, High-Speed",156.4,CHATHAM,Ontario
4880,463,16/09/2020,01/10/2020,15,17.579999924,First Class,305,233,18,3,0,0,19.98,315523708,Ryan Akin,Consumer,CHATHAM,24/05/2017,,233,Office Supplies,Labels,"Avery Color Coded Labels, Alphabetical",6.66,CHATHAM,Ontario
4881,464,28/03/2020,11/04/2020,14,16.969999313,Standard Class,188,327,18,5,0.400000006,25.72,38.58,315523517,Angele Hood,Consumer,CHATHAM,24/05/2017,,327,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",12.86,CHATHAM,Ontario
4882,465,26/04/2020,11/05/2020,15,4.969999790,Standard Class,171,233,10,3,0.400000006,7.992,11.988,315523507,Anthony Garverick,Home Office,HARWICH,24/05/2017,,233,Office Supplies,Labels,"Avery Color Coded Labels, Alphabetical",6.66,HARWICH,Ontario
4883,466,27/02/2018,03/03/2018,4,67.739997864,Second Class,134,28,16,4,0,0,64.36,315523756,Patrick Jones,Corporate,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
4884,466,27/02/2018,03/03/2018,4,67.739997864,Second Class,134,205,16,3,0,0,469.2,315523756,Patrick Jones,Corporate,CHATHAM,24/05/2017,,205,Technology,Copiers,"Canon Fax Machine, High-Speed",156.4,CHATHAM,Ontario
4885,467,27/03/2020,09/04/2020,13,15.779999733,Standard Class,420,20,16,2,0,0,96.26,315523891,Theone Pippenger,Consumer,CHATHAM,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CHATHAM,Ontario
4886,467,27/03/2020,09/04/2020,13,15.779999733,Standard Class,420,483,16,5,0,0,84.85,315523891,Theone Pippenger,Consumer,CHATHAM,24/05/2017,,483,Furniture,Furnishings,"Advantus Door Stop, Black",16.97,CHATHAM,Ontario
4887,468,09/06/2021,28/06/2021,19,13.609999657,Second Class,127,1,18,4,0.400000006,21.648,32.472,315523568,Carlos Daly,Consumer,CHATHAM,24/05/2017,,1,Technology,Accessories,"Logitech Mouse, USB",13.53,CHATHAM,Ontario
4888,468,09/06/2021,28/06/2021,19,13.609999657,Second Class,127,23,18,2,0,0,29.32,315523568,Carlos Daly,Consumer,CHATHAM,24/05/2017,,23,Technology,Accessories,"Logitech Numeric Keypad, Programmable",14.66,CHATHAM,Ontario
4889,468,09/06/2021,28/06/2021,19,13.609999657,Second Class,127,208,18,3,0,0,320.25,315523568,Carlos Daly,Consumer,CHATHAM,24/05/2017,,208,Technology,Copiers,"Canon Copy Machine, Digital",106.75,CHATHAM,Ontario
4890,469,19/12/2017,14/01/2018,26,4.909999847,Standard Class,557,249,20,6,0,0,27.9,315523478,Katrina Willman,Consumer,HOWARD,24/05/2017,,249,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",4.65,HOWARD,New Brunswick
4891,470,25/12/2017,11/01/2018,17,36.459999084,Standard Class,388,44,14,6,0.200000003,47.604,190.416,315523610,Fred Hopkins,Corporate,CHATHAM,24/05/2017,,44,Technology,Accessories,"Memorex Memory Card, Programmable",39.67,CHATHAM,Ontario
4892,470,25/12/2017,11/01/2018,17,36.459999084,Standard Class,388,462,14,5,0,0,57.15,315523610,Fred Hopkins,Corporate,CHATHAM,24/05/2017,,462,Office Supplies,Supplies,"Acme Box Cutter, Serrated",11.43,CHATHAM,Ontario
4893,471,30/07/2018,07/08/2018,8,190.889999390,Second Class,270,16,8,7,0,0,157.57,315523505,Alex Grayson,Consumer,CHATHAM,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,CHATHAM,Ontario
4894,471,30/07/2018,07/08/2018,8,190.889999390,Second Class,270,193,8,3,0,0,493.98,315523505,Alex Grayson,Consumer,CHATHAM,24/05/2017,,193,Technology,Copiers,"Sharp Fax Machine, Laser",164.66,CHATHAM,Ontario
4895,471,30/07/2018,07/08/2018,8,190.889999390,Second Class,270,352,8,3,0,0,40.26,315523505,Alex Grayson,Consumer,CHATHAM,24/05/2017,,352,Office Supplies,Paper,"Enermax Note Cards, Premium",13.42,CHATHAM,Ontario
4896,472,30/12/2017,13/01/2018,14,13.689999580,Standard Class,312,330,12,3,0,0,43.92,315523911,Bradley Nguyen,Consumer,DOVER,24/05/2017,,330,Office Supplies,Paper,"Enermax Note Cards, Multicolor",14.64,DOVER,Ontario
4897,473,03/05/2019,14/05/2019,11,99.260002136,Same Day,479,257,6,4,0,0,81.04,315523771,Bobby Odegard,Consumer,CHATHAM,24/05/2017,,257,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",20.26,CHATHAM,Ontario
4898,473,03/05/2019,14/05/2019,11,99.260002136,Same Day,479,305,6,2,0.002000000,0.0965,48.1635,315523771,Bobby Odegard,Consumer,CHATHAM,24/05/2017,,305,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White",24.13,CHATHAM,Ontario
4899,474,12/01/2018,15/01/2018,3,78,Second Class,447,4,6,2,0,0,21.1,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,4,Technology,Accessories,"Logitech Flash Drive, Erganomic",10.55,CHATHAM,Ontario
4900,474,12/01/2018,15/01/2018,3,78,Second Class,447,17,6,7,0,0,320.81,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
4901,474,12/01/2018,15/01/2018,3,78,Second Class,447,28,6,3,0,0,48.27,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
4902,474,12/01/2018,15/01/2018,3,78,Second Class,447,48,6,14,0,0,546.98,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,48,Technology,Accessories,"Enermax Memory Card, Erganomic",39.07,CHATHAM,Ontario
4903,474,12/01/2018,15/01/2018,3,78,Second Class,447,210,6,3,0,0,306.81,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,210,Technology,Copiers,"Brother Copy Machine, High-Speed",102.27,CHATHAM,Ontario
4904,474,12/01/2018,15/01/2018,3,78,Second Class,447,229,6,1,0,0,3.14,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,229,Office Supplies,Labels,"Novimex Shipping Labels, Alphabetical",3.14,CHATHAM,Ontario
4905,474,12/01/2018,15/01/2018,3,78,Second Class,447,261,6,5,0,0,162.3,315523677,Keith Herrera,Consumer,CHATHAM,24/05/2017,,261,Office Supplies,Art,"BIC Canvas, Easy-Erase",32.46,CHATHAM,Ontario
4906,475,09/07/2020,07/08/2020,29,85.440002441,First Class,450,29,20,5,0.200000003,5.04,20.16,315523871,Roland Schwarz,Corporate,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
4907,476,25/12/2017,13/01/2018,19,4.449999809,Standard Class,21,29,14,2,0.400000006,4.032,6.048,315523538,Lisa DeCherney,Consumer,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
4908,476,25/12/2017,13/01/2018,19,4.449999809,Standard Class,21,118,14,4,0.400000006,14.8,22.2,315523538,Lisa DeCherney,Consumer,CHATHAM,24/05/2017,,118,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",9.25,CHATHAM,Ontario
4909,477,24/02/2020,01/03/2020,6,15.359999657,Standard Class,354,468,16,5,0,0,81.4,315523896,Yana Sorensen,Corporate,CHATHAM,24/05/2017,,468,Office Supplies,Envelopes,"Ames Interoffice Envelope, Set of 50",16.28,CHATHAM,Ontario
4910,478,05/04/2020,08/04/2020,3,17.469999313,Second Class,200,285,10,2,0.002000000,0.0686,34.2314,315523746,Lauren Leatherbury,Consumer,WALLACEBURG,24/05/2017,,285,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",17.15,WALLACEBURG,Ontario
4911,479,21/12/2017,09/01/2018,19,32.790000916,Second Class,74,111,2,2,0,0,11.96,315523973,Janet Martin,Consumer,HARWICH,24/05/2017,,111,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",5.98,HARWICH,Ontario
4912,479,21/12/2017,09/01/2018,19,32.790000916,Second Class,74,447,2,3,0,0,94.59,315523973,Janet Martin,Consumer,HARWICH,24/05/2017,,447,Furniture,Chairs,"Office Star Bag Chairs, Black",31.53,HARWICH,Ontario
4913,480,22/12/2018,30/12/2018,8,1.690000057,Standard Class,39,88,14,2,0,0,12.24,315523753,Patrick Gardner,Consumer,DOVER,24/05/2017,,88,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",6.12,DOVER,Ontario
4914,481,08/01/2018,14/01/2018,6,40.630001068,First Class,404,17,8,2,0,0,91.66,315523496,Tom Boeckenhauer,Consumer,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
4915,481,08/01/2018,14/01/2018,6,40.630001068,First Class,404,25,8,5,0,0,99.2,315523496,Tom Boeckenhauer,Consumer,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
4916,481,08/01/2018,14/01/2018,6,40.630001068,First Class,404,395,8,2,0,0,23.98,315523496,Tom Boeckenhauer,Consumer,CHATHAM,24/05/2017,,395,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",11.99,CHATHAM,Ontario
4917,482,15/09/2020,22/09/2020,7,23.430000305,First Class,263,484,18,3,0,0,151.05,315523458,Anna Andreadi,Consumer,CHATHAM,24/05/2017,,484,Furniture,Furnishings,"Advantus Frame, Duo Pack",50.35,CHATHAM,Ontario
4918,483,06/07/2019,02/08/2019,27,112.510002136,First Class,93,295,6,7,0.002000000,3.1763,1584.9837,315523931,Michelle Ellison,Corporate,CHATHAM,24/05/2017,,295,Office Supplies,Appliances,"KitchenAid Refrigerator, Silver",226.88,CHATHAM,Ontario
4919,484,12/04/2019,08/05/2019,26,1.039999962,Standard Class,299,24,18,2,0,0,36.96,315523680,Anthony Witt,Consumer,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
4920,485,30/01/2020,09/02/2020,10,8.229999542,Standard Class,505,7,2,1,0.400000006,4.768,7.152,315523586,Deanra Eno,Home Office,ORFORD,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,ORFORD,Quebec
4921,485,30/01/2020,09/02/2020,10,8.229999542,Standard Class,505,20,2,2,0.400000006,38.504,57.756,315523586,Deanra Eno,Home Office,ORFORD,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,ORFORD,Quebec
4922,486,23/10/2020,11/11/2020,19,27.440000534,First Class,196,6,8,2,0,0,54.24,315523614,Greg Guthrie,Corporate,CHATHAM,24/05/2017,,6,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",27.12,CHATHAM,Ontario
4923,487,06/03/2020,13/03/2020,7,30.819999695,Standard Class,84,16,8,2,0,0,45.02,315523837,Jim Sink,Corporate,TILBURY E,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,TILBURY E,Ontario
4924,487,06/03/2020,13/03/2020,7,30.819999695,Standard Class,84,116,8,5,0,0,27.55,315523837,Jim Sink,Corporate,TILBURY E,24/05/2017,,116,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",5.51,TILBURY E,Ontario
4925,487,06/03/2020,13/03/2020,7,30.819999695,Standard Class,84,132,8,6,0,0,51.18,315523837,Jim Sink,Corporate,TILBURY E,24/05/2017,,132,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal",8.53,TILBURY E,Ontario
4926,488,24/04/2021,27/04/2021,3,37.900001526,Standard Class,377,14,2,2,0.200000003,16.168,64.672,315523489,Alan Dominguez,Home Office,CHATHAM,24/05/2017,,14,Technology,Accessories,"Logitech Memory Card, Bluetooth",40.42,CHATHAM,Ontario
4927,489,21/12/2019,07/01/2020,17,24.040000916,Standard Class,91,21,10,5,0,0,131.85,315523999,Mitch Webber,Consumer,HARWICH,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,HARWICH,Ontario
4928,489,21/12/2019,07/01/2020,17,24.040000916,Standard Class,91,30,10,2,0,0,139.22,315523999,Mitch Webber,Consumer,HARWICH,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,HARWICH,Ontario
4929,490,16/12/2017,14/01/2018,29,215.229995728,Second Class,2,7,18,8,0,0,95.36,315523492,Thomas Boland,Corporate,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
4930,490,16/12/2017,14/01/2018,29,215.229995728,Second Class,2,26,18,2,0,0,27.36,315523492,Thomas Boland,Corporate,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
4931,490,16/12/2017,14/01/2018,29,215.229995728,Second Class,2,178,18,6,0,0,337.38,315523492,Thomas Boland,Corporate,CHATHAM,24/05/2017,,178,Technology,Copiers,"Brother Ink, Laser",56.23,CHATHAM,Ontario
4932,490,16/12/2017,14/01/2018,29,215.229995728,Second Class,2,454,18,10,0,0,247.3,315523492,Thomas Boland,Corporate,CHATHAM,24/05/2017,,454,Technology,Machines,"Epson Phone, White",24.73,CHATHAM,Ontario
4933,491,11/01/2018,18/01/2018,7,14.210000038,Standard Class,468,163,10,9,0,0,333.72,315523867,Skye Norling,Home Office,CHATHAM,24/05/2017,,163,Technology,Phones,"Apple Office Telephone, Full Size",37.08,CHATHAM,Ontario
4934,492,10/11/2020,09/12/2020,29,0.300000012,Standard Class,113,252,16,1,0.200000003,2.796,11.184,315523849,Juliana Krohn,Consumer,CHATHAM,24/05/2017,,252,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",13.98,CHATHAM,Ontario
4935,493,28/10/2020,12/11/2020,15,6.869999886,Standard Class,558,205,16,7,0,0,1094.8,315523636,Justin Deggeller,Corporate,ORFORD,24/05/2017,,205,Technology,Copiers,"Canon Fax Machine, High-Speed",156.4,ORFORD,Quebec
4936,494,05/02/2020,08/02/2020,3,0.75,First Class,556,23,4,2,0.400000006,11.728,17.592,315523506,Andrew Gjertsen,Corporate,CAMDEN,24/05/2017,,23,Technology,Accessories,"Logitech Numeric Keypad, Programmable",14.66,CAMDEN,Ontario
4937,495,29/12/2017,06/01/2018,8,75.959999084,Second Class,82,36,12,9,0,0,186.57,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,36,Technology,Accessories,"Enermax Numeric Keypad, USB",20.73,CHATHAM,Ontario
4938,495,29/12/2017,06/01/2018,8,75.959999084,Second Class,82,331,12,5,0,0,26.45,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,331,Office Supplies,Paper,"Green Bar Memo Slips, Premium",5.29,CHATHAM,Ontario
4939,496,29/04/2020,04/05/2020,5,3.910000086,Second Class,507,16,8,3,0,0,67.53,315523720,Ross DeVincentis,Home Office,CHATHAM,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,CHATHAM,Ontario
4940,496,29/04/2020,04/05/2020,5,3.910000086,Second Class,507,26,8,5,0,0,68.4,315523720,Ross DeVincentis,Home Office,CHATHAM,24/05/2017,,26,Technology,Accessories,"Belkin Flash Drive, Erganomic",13.68,CHATHAM,Ontario
4941,497,18/01/2018,25/01/2018,7,33.639999390,Second Class,413,342,16,4,0,0,99.84,315523877,Robert Waldorf,Consumer,CHATHAM,24/05/2017,,342,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium",24.96,CHATHAM,Ontario
4942,498,18/06/2020,10/07/2020,22,41.549999237,Standard Class,481,10,14,3,0.200000003,9.282,37.128,315523731,Tamara Dahlen,Consumer,CHATHAM,24/05/2017,,10,Technology,Accessories,"Belkin Flash Drive, Bluetooth",15.47,CHATHAM,Ontario
4943,498,18/06/2020,10/07/2020,22,41.549999237,Standard Class,481,27,14,2,0,0,44.62,315523731,Tamara Dahlen,Consumer,CHATHAM,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,CHATHAM,Ontario
4944,498,18/06/2020,10/07/2020,22,41.549999237,Standard Class,481,332,14,1,0,0,8.29,315523731,Tamara Dahlen,Consumer,CHATHAM,24/05/2017,,332,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",8.29,CHATHAM,Ontario
4945,499,01/09/2020,05/09/2020,4,49.069999695,Second Class,383,25,16,5,0,0,99.2,315523654,Jennifer Jackson,Consumer,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
4946,499,01/09/2020,05/09/2020,4,49.069999695,Second Class,383,38,16,4,0.200000003,36.304,145.216,315523654,Jennifer Jackson,Consumer,CHATHAM,24/05/2017,,38,Technology,Accessories,"Belkin Memory Card, Erganomic",45.38,CHATHAM,Ontario
4947,499,01/09/2020,05/09/2020,4,49.069999695,Second Class,383,65,16,2,0.200000003,5.112,20.448,315523654,Jennifer Jackson,Consumer,CHATHAM,24/05/2017,,65,Technology,Accessories,"Logitech Mouse, Erganomic",12.78,CHATHAM,Ontario
4948,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,7,6,4,0,0,47.68,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
4949,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,17,6,5,0,0,229.15,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
4950,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,22,6,5,0,0,239.4,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,22,Technology,Accessories,"Enermax Memory Card, USB",47.88,CHATHAM,Ontario
4951,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,56,6,1,0,0,14.29,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,56,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",14.29,CHATHAM,Ontario
4952,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,120,6,2,0,0,17.56,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,120,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",8.78,CHATHAM,Ontario
4953,500,28/01/2021,30/01/2021,2,73.199996948,Second Class,471,437,6,3,0,0,195.57,315523683,Steven Ward,Corporate,CHATHAM,24/05/2017,,437,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two",65.19,CHATHAM,Ontario
4954,501,09/03/2020,12/03/2020,3,1.519999981,Second Class,177,101,6,2,0,0,20.32,315523714,Ross Baird,Home Office,CHATHAM,24/05/2017,,101,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack",10.16,CHATHAM,Ontario
4955,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,18,2,4,0,0,181.68,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,CHATHAM,Ontario
4956,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,20,2,5,0,0,240.65,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CHATHAM,Ontario
4957,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,27,2,2,0,0,44.62,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,CHATHAM,Ontario
4958,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,56,2,6,0,0,85.74,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,56,Technology,Accessories,"Memorex Numeric Keypad, Erganomic",14.29,CHATHAM,Ontario
4959,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,81,2,4,0,0,20.96,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,81,Office Supplies,Fasteners,"OIC Staples, Bulk Pack",5.24,CHATHAM,Ontario
4960,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,128,2,4,0,0,18.84,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,128,Office Supplies,Fasteners,"Stockwell Staples, Metal",4.71,CHATHAM,Ontario
4961,502,10/06/2021,13/06/2021,3,377.630004883,Standard Class,535,237,2,2,0,0,4.94,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,237,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",2.47,CHATHAM,Ontario
4962,503,19/12/2017,12/01/2018,24,7.840000153,Standard Class,289,22,8,2,0,0,95.76,315523963,Eugene Moren,Home Office,CHATHAM,24/05/2017,,22,Technology,Accessories,"Enermax Memory Card, USB",47.88,CHATHAM,Ontario
4963,503,19/12/2017,12/01/2018,24,7.840000153,Standard Class,289,225,8,3,0,0,19.77,315523963,Eugene Moren,Home Office,CHATHAM,24/05/2017,,225,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",6.59,CHATHAM,Ontario
4964,504,12/01/2018,18/01/2018,6,1.570000052,Standard Class,553,154,18,4,0,0,158.72,315523885,Troy Staebel,Consumer,HARWICH,24/05/2017,,154,Technology,Phones,"Motorola Office Telephone, with Caller ID",39.68,HARWICH,Ontario
4965,505,13/01/2018,20/01/2018,7,7.139999866,Second Class,298,2,8,1,0.400000006,6.76,10.14,315523459,Sam Craven,Consumer,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
4966,505,13/01/2018,20/01/2018,7,7.139999866,Second Class,298,30,8,5,0.400000006,139.22,208.83,315523459,Sam Craven,Consumer,CHATHAM,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,CHATHAM,Ontario
4967,506,27/12/2019,07/01/2020,11,1.690000057,Standard Class,81,29,8,2,0,0,10.08,315523667,Sara Luxemburg,Home Office,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
4968,507,20/01/2018,27/01/2018,7,4.309999943,Standard Class,137,35,20,3,0.699999988,27.741,11.889,315523637,Jeremy Ellison,Consumer,CHATHAM,24/05/2017,,35,Technology,Accessories,"Memorex Mouse, Programmable",13.21,CHATHAM,Ontario
4969,508,17/03/2020,06/04/2020,20,4.010000229,Standard Class,454,389,14,4,0,0,103.76,315523713,Robert Barroso,Corporate,CHATHAM,24/05/2017,,389,Office Supplies,Binders,"Cardinal Binding Machine, Durable",25.94,CHATHAM,Ontario
4970,509,28/09/2020,08/10/2020,10,46.610000610,First Class,217,38,16,3,0.200000003,27.228,108.912,315524001,Natalie Webber,Consumer,CHATHAM,24/05/2017,,38,Technology,Accessories,"Belkin Memory Card, Erganomic",45.38,CHATHAM,Ontario
